bit_array,bit_string,integer_array,probability,fval,is_feasible,is_optimal
[1 0 1 1 0 0 0 0 0 1 1 1],101100000111,[1. 3. 0. 0. 2. 3.],0.007116251137385714,29.00000000000003,True,False
[1 0 1 1 0 1 1 0 1 1 0 1],101101101101,[1. 3. 2. 1. 3. 2.],0.006727963714884933,56.00000000000003,True,False
[1 0 1 1 1 0 1 1 0 1 1 1],101110110111,[1. 3. 1. 3. 2. 3.],0.006423713076292788,66.00000000000003,True,False
[1 0 1 1 1 1 0 0 0 1 1 1],101111000111,[1. 3. 3. 0. 2. 3.],0.004803877154702892,56.00000000000003,True,False
[1 0 1 1 0 1 1 0 0 1 1 1],101101100111,[1. 3. 2. 1. 2. 3.],0.004643728220756825,48.00000000000003,True,False
[1 1 1 0 0 0 1 0 1 1 0 1],111000101101,[3. 1. 0. 1. 3. 2.],0.0038281985537130634,51.00000000000003,True,False
[1 0 1 1 0 0 1 1 1 1 0 1],101100111101,[1. 3. 0. 3. 3. 2.],0.003676825656686606,62.00000000000003,True,False
[1 1 1 0 1 0 1 0 0 1 1 1],111010100111,[3. 1. 1. 1. 2. 3.],0.0033337612266364893,59.00000000000003,True,False
[1 0 1 1 0 1 0 0 1 1 0 1],101101001101,[1. 3. 2. 0. 3. 2.],0.00315026138420326,44.00000000000003,True,False
[1 0 1 1 1 0 0 1 1 1 0 1],101110011101,[1. 3. 1. 2. 3. 2.],0.002681162772124902,54.00000000000003,True,False
[1 0 1 1 0 0 1 1 0 1 1 1],101100110111,[1. 3. 0. 3. 2. 3.],0.0026543745753762425,50.00000000000003,True,False
[1 0 1 1 1 1 1 1 1 1 0 1],101111111101,[1. 3. 3. 3. 3. 2.],0.0024466639388221693,77.00000000000003,True,False
[1 1 1 0 1 1 1 0 1 1 0 1],111011101101,[3. 1. 3. 1. 3. 2.],0.002355041873964087,66.00000000000003,True,False
[1 0 1 1 0 1 0 0 0 1 1 1],101101000111,[1. 3. 2. 0. 2. 3.],0.0020908874790297664,36.00000000000003,True,False
[1 0 1 1 1 1 1 1 0 1 1 1],101111110111,[1. 3. 3. 3. 2. 3.],0.0019726680553274764,77.00000000000003,True,False
[1 0 1 1 1 0 0 1 0 1 1 1],101110010111,[1. 3. 1. 2. 2. 3.],0.001624117467014701,50.00000000000003,True,False
[1 1 1 0 0 0 1 0 0 1 1 1],111000100111,[3. 1. 0. 1. 2. 3.],0.0015468637684955865,43.00000000000003,True,False
[0 1 0 1 1 0 1 0 0 1 1 1],010110100111,[2. 2. 1. 1. 2. 3.],0.0013772450648418617,88.4,True,False
[0 1 0 1 1 0 0 1 0 1 1 1],010110010111,[2. 2. 1. 2. 2. 3.],0.0013336047706791168,83.4,True,False
[0 1 0 1 1 0 0 0 0 1 1 1],010110000111,[2. 2. 1. 0. 2. 3.],0.0012812464685611404,80.4,True,False
[1 0 1 1 0 0 0 1 1 1 0 1],101100011101,[1. 3. 0. 2. 3. 2.],0.001195153144270733,46.00000000000003,True,False
[1 1 1 0 1 1 1 0 0 1 1 1],111011100111,[3. 1. 3. 1. 2. 3.],0.0011924383407134129,70.00000000000003,True,False
[1 0 1 1 0 1 1 1 1 1 0 1],101101111101,[1. 3. 2. 3. 3. 2.],0.0009302755450916556,65.00000000000003,True,False
[1 1 1 0 0 1 1 0 0 1 1 1],111001100111,[3. 1. 2. 1. 2. 3.],0.0009235309694832808,50.00000000000003,True,False
[1 0 1 1 0 1 1 1 0 1 1 1],101101110111,[1. 3. 2. 3. 2. 3.],0.0008810572687720429,57.00000000000003,True,False
[1 1 1 0 1 0 0 0 1 1 0 1],111010001101,[3. 1. 1. 0. 3. 2.],0.0008101882834114593,43.00000000000003,True,False
[1 1 1 0 0 1 1 0 1 1 0 1],111001101101,[3. 1. 2. 1. 3. 2.],0.0007705917405715033,54.00000000000003,True,False
[1 0 1 1 1 1 0 1 1 1 0 1],101111011101,[1. 3. 3. 2. 3. 2.],0.0007228137228874422,61.00000000000003,True,False
[1 0 1 1 0 0 0 1 0 1 1 1],101100010111,[1. 3. 0. 2. 2. 3.],0.0006368719034974608,34.00000000000003,True,False
[1 1 1 0 1 0 0 0 0 1 1 1],111010000111,[3. 1. 1. 0. 2. 3.],0.0005977095794338359,43.00000000000003,True,False
[0 1 0 1 0 0 1 0 0 1 1 1],010100100111,[2. 2. 0. 1. 2. 3.],0.000594477420726092,72.4,True,False
[0 1 0 1 0 0 0 1 0 1 1 1],010100010111,[2. 2. 0. 2. 2. 3.],0.000591606468321841,67.4,True,False
[0 1 0 1 0 0 0 0 0 1 1 1],010100000111,[2. 2. 0. 0. 2. 3.],0.0005757092100490802,64.39999999999999,True,False
[0 1 0 1 1 0 0 1 1 1 0 1],010110011101,[2. 2. 1. 2. 3. 2.],0.0005623724013365108,79.4,True,False
[0 1 0 1 1 0 1 1 0 1 1 1],010110110111,[2. 2. 1. 3. 2. 3.],0.00042128479837793994,95.4,True,False
[1 0 1 1 1 1 0 1 0 1 1 1],101111010111,[1. 3. 3. 2. 2. 3.],0.00041940164033694175,61.00000000000003,True,False
[1 1 1 0 0 0 0 0 1 1 0 1],111000001101,[3. 1. 0. 0. 3. 2.],0.000380971605379998,35.00000000000003,True,False
[0 1 0 1 1 1 0 1 0 1 1 1],010111010111,[2. 2. 3. 2. 2. 3.],0.00033060129376742404,94.4,True,False
[0 1 0 1 1 1 1 0 0 1 1 1],010111100111,[2. 2. 3. 1. 2. 3.],0.0002961565018829118,99.4,True,False
[1 0 1 1 0 1 0 1 1 1 0 1],101101011101,[1. 3. 2. 2. 3. 2.],0.00029077833957596826,49.00000000000003,True,False
[0 1 0 1 1 0 1 1 1 1 0 1],010110111101,[2. 2. 1. 3. 3. 2.],0.00028679152715575476,91.4,True,False
[1 1 1 0 1 1 0 0 1 1 0 1],111011001101,[3. 1. 3. 0. 3. 2.],0.0002864697761761069,50.00000000000003,True,False
[0 1 0 1 1 0 1 0 1 1 0 1],010110101101,[2. 2. 1. 1. 3. 2.],0.00028238627266521883,84.4,True,False
[0 1 0 1 1 1 0 0 0 1 1 1],010111000111,[2. 2. 3. 0. 2. 3.],0.00027742339011739065,91.4,True,False
[1 1 1 0 0 0 0 0 0 1 1 1],111000000111,[3. 1. 0. 0. 2. 3.],0.00027313796749898805,27.00000000000003,True,True
[0 1 0 1 1 0 0 0 1 1 0 1],010110001101,[2. 2. 1. 0. 3. 2.],0.0002484576512426121,76.4,True,False
[0 1 0 1 0 0 0 1 1 1 0 1],010100011101,[2. 2. 0. 2. 3. 2.],0.000239343373287246,71.4,True,False
[1 1 1 0 1 1 0 0 0 1 1 1],111011000111,[3. 1. 3. 0. 2. 3.],0.0002318247104479384,54.00000000000003,True,False
[0 1 0 1 0 1 1 0 0 1 1 1],010101100111,[2. 2. 2. 1. 2. 3.],0.00019338488075178653,79.4,True,False
[0 1 0 1 0 1 0 0 0 1 1 1],010101000111,[2. 2. 2. 0. 2. 3.],0.00018999233780152462,71.4,True,False
[1 1 1 0 0 1 0 0 0 1 1 1],111001000111,[3. 1. 2. 0. 2. 3.],0.0001868077900822146,34.00000000000003,True,False
[0 1 0 1 0 0 1 1 0 1 1 1],010100110111,[2. 2. 0. 3. 2. 3.],0.00018618417847164498,79.4,True,False
[0 1 0 1 0 1 0 1 0 1 1 1],010101010111,[2. 2. 2. 2. 2. 3.],0.00017787557133265577,74.4,True,False
[1 0 1 1 0 1 0 1 0 1 1 1],101101010111,[1. 3. 2. 2. 2. 3.],0.00017380769368889628,41.00000000000003,True,False
[0 1 0 1 0 0 1 0 1 1 0 1],010100101101,[2. 2. 0. 1. 3. 2.],0.00011517845584057258,76.4,True,False
[0 1 0 1 1 1 0 1 1 1 0 1],010111011101,[2. 2. 3. 2. 3. 2.],0.0001137875620179016,86.4,True,False
[0 1 0 1 0 0 1 1 1 1 0 1],010100111101,[2. 2. 0. 3. 3. 2.],0.00011359558389604218,83.4,True,False
[0 1 0 1 0 0 0 0 1 1 0 1],010100001101,[2. 2. 0. 0. 3. 2.],0.0001010215284582635,68.4,True,False
[0 1 0 1 1 1 1 1 1 1 0 1],010111111101,[2. 2. 3. 3. 3. 2.],9.601192822551582e-05,98.4,True,False
[1 1 1 0 0 1 0 0 1 1 0 1],111001001101,[3. 1. 2. 0. 3. 2.],8.982592021152418e-05,38.00000000000003,True,False
[0 1 0 1 0 1 0 1 1 1 0 1],010101011101,[2. 2. 2. 2. 3. 2.],7.888807471168037e-05,74.4,True,False
[0 1 0 1 1 1 1 0 1 1 0 1],010111101101,[2. 2. 3. 1. 3. 2.],7.638417252955034e-05,91.4,True,False
[0 1 0 1 1 1 0 0 1 1 0 1],010111001101,[2. 2. 3. 0. 3. 2.],6.481919483034826e-05,83.4,True,False
[0 1 0 1 1 1 1 1 0 1 1 1],010111110111,[2. 2. 3. 3. 2. 3.],5.963831094984943e-05,106.4,True,False
[0 1 0 1 0 1 1 1 1 1 0 1],010101111101,[2. 2. 2. 3. 3. 2.],5.3873025689373864e-05,86.4,True,False
[0 1 0 1 0 1 1 1 0 1 1 1],010101110111,[2. 2. 2. 3. 2. 3.],4.287746522666787e-05,86.4,True,False
[0 1 0 1 0 1 1 0 1 1 0 1],010101101101,[2. 2. 2. 1. 3. 2.],2.403001640850353e-05,79.4,True,False
[0 1 0 1 0 1 0 0 1 1 0 1],010101001101,[2. 2. 2. 0. 3. 2.],2.166167592939312e-05,71.4,True,False
