bit_array,bit_string,integer_array,probability,fval,is_feasible,is_optimal
[1 0 1 1 0 1 0 1 0 1 1 1],101101010111,[1. 3. 2. 2. 2. 3.],0.017590220566457086,41.00000000000003,True,False
[1 0 1 1 1 1 0 1 1 1 0 1],101111011101,[1. 3. 3. 2. 3. 2.],0.01738994760875914,61.00000000000003,True,False
[1 1 1 0 1 0 0 1 0 1 1 1],111010010111,[3. 1. 1. 2. 2. 3.],0.01617439774818283,50.00000000000003,True,False
[1 0 1 1 1 1 1 0 0 1 1 1],101111100111,[1. 3. 3. 1. 2. 3.],0.015762836486638086,68.00000000000003,True,False
[1 1 1 0 1 1 1 1 1 1 0 1],111011111101,[3. 1. 3. 3. 3. 2.],0.01573534966736235,77.00000000000003,True,False
[1 0 1 1 1 0 1 0 0 1 1 1],101110100111,[1. 3. 1. 1. 2. 3.],0.015680400162329005,57.00000000000003,True,False
[1 0 1 1 0 1 1 1 0 1 1 1],101101110111,[1. 3. 2. 3. 2. 3.],0.015588224541527857,57.00000000000003,True,False
[1 0 1 1 1 1 1 1 1 1 0 1],101111111101,[1. 3. 3. 3. 3. 2.],0.015551913692902196,77.00000000000003,True,False
[1 1 1 0 1 0 1 1 1 1 0 1],111010111101,[3. 1. 1. 3. 3. 2.],0.015230930922378353,70.00000000000003,True,False
[1 0 1 1 1 0 1 0 1 1 0 1],101110101101,[1. 3. 1. 1. 3. 2.],0.015216588441300014,61.00000000000003,True,False
[1 1 1 0 1 0 1 0 0 1 1 1],111010100111,[3. 1. 1. 1. 2. 3.],0.014916136294922774,59.00000000000003,True,False
[1 0 1 1 0 0 0 0 0 1 1 1],101100000111,[1. 3. 0. 0. 2. 3.],0.014632244079489778,29.00000000000003,True,False
[1 0 1 1 1 1 0 1 0 1 1 1],101111010111,[1. 3. 3. 2. 2. 3.],0.014488844554793249,61.00000000000003,True,False
[1 1 1 0 1 1 0 1 0 1 1 1],111011010111,[3. 1. 3. 2. 2. 3.],0.014467771509522885,61.00000000000003,True,False
[1 0 1 1 1 0 0 1 0 1 1 1],101110010111,[1. 3. 1. 2. 2. 3.],0.014370581845551745,50.00000000000003,True,False
[1 1 1 0 0 0 1 1 0 1 1 1],111000110111,[3. 1. 0. 3. 2. 3.],0.01434744499870666,54.00000000000003,True,False
[1 1 1 0 1 0 0 0 0 1 1 1],111010000111,[3. 1. 1. 0. 2. 3.],0.01417628186963955,43.00000000000003,True,False
[1 0 1 1 1 0 0 1 1 1 0 1],101110011101,[1. 3. 1. 2. 3. 2.],0.014010452367390935,54.00000000000003,True,False
[1 1 1 0 0 0 0 1 1 1 0 1],111000011101,[3. 1. 0. 2. 3. 2.],0.013640472343956813,42.00000000000003,True,False
[1 0 1 1 0 1 1 0 1 1 0 1],101101101101,[1. 3. 2. 1. 3. 2.],0.013385120082032331,56.00000000000003,True,False
[1 1 1 0 1 1 1 0 0 1 1 1],111011100111,[3. 1. 3. 1. 2. 3.],0.013254720863803767,70.00000000000003,True,False
[1 1 1 0 0 1 1 1 1 1 0 1],111001111101,[3. 1. 2. 3. 3. 2.],0.012906719836632108,65.00000000000003,True,False
[1 0 1 1 1 1 1 1 0 1 1 1],101111110111,[1. 3. 3. 3. 2. 3.],0.012815114554083955,77.00000000000003,True,False
[1 0 1 1 1 0 1 1 0 1 1 1],101110110111,[1. 3. 1. 3. 2. 3.],0.012755546046700077,66.00000000000003,True,False
[1 1 1 0 1 1 0 0 0 1 1 1],111011000111,[3. 1. 3. 0. 2. 3.],0.012731902042904133,54.00000000000003,True,False
[1 0 1 1 0 1 0 0 0 1 1 1],101101000111,[1. 3. 2. 0. 2. 3.],0.012711879636842014,36.00000000000003,True,False
[1 0 1 1 1 0 1 1 1 1 0 1],101110111101,[1. 3. 1. 3. 3. 2.],0.012644865549429413,70.00000000000003,True,False
[1 0 1 1 1 1 0 0 1 1 0 1],101111001101,[1. 3. 3. 0. 3. 2.],0.012499550796980315,56.00000000000003,True,False
[1 1 1 0 0 0 1 0 1 1 0 1],111000101101,[3. 1. 0. 1. 3. 2.],0.012410637900736396,51.00000000000003,True,False
[1 0 1 1 0 1 0 1 1 1 0 1],101101011101,[1. 3. 2. 2. 3. 2.],0.012332047880778609,49.00000000000003,True,False
[1 1 1 0 0 1 1 1 0 1 1 1],111001110111,[3. 1. 2. 3. 2. 3.],0.012288788314165982,61.00000000000003,True,False
[1 1 1 0 0 0 0 0 1 1 0 1],111000001101,[3. 1. 0. 0. 3. 2.],0.011964559009295347,35.00000000000003,True,False
[1 0 1 1 0 1 1 1 1 1 0 1],101101111101,[1. 3. 2. 3. 3. 2.],0.011109479001882156,65.00000000000003,True,False
[1 0 1 1 1 1 0 0 0 1 1 1],101111000111,[1. 3. 3. 0. 2. 3.],0.010528163158796802,56.00000000000003,True,False
[1 0 1 1 1 0 0 0 0 1 1 1],101110000111,[1. 3. 1. 0. 2. 3.],0.010379857084994604,45.00000000000003,True,False
[1 0 1 1 1 0 0 0 1 1 0 1],101110001101,[1. 3. 1. 0. 3. 2.],0.010030817398754666,49.00000000000003,True,False
[1 1 1 0 1 0 1 1 0 1 1 1],111010110111,[3. 1. 1. 3. 2. 3.],0.00987257500192147,70.00000000000003,True,False
[1 0 1 1 0 1 0 0 1 1 0 1],101101001101,[1. 3. 2. 0. 3. 2.],0.008846356786518269,44.00000000000003,True,False
[1 1 1 0 1 1 1 1 0 1 1 1],111011110111,[3. 1. 3. 3. 2. 3.],0.008748455133462927,81.00000000000003,True,False
[1 0 1 1 0 0 1 0 1 1 0 1],101100101101,[1. 3. 0. 1. 3. 2.],0.008621177310745524,53.00000000000003,True,False
[1 1 1 0 0 0 1 1 1 1 0 1],111000111101,[3. 1. 0. 3. 3. 2.],0.008280002873754558,62.00000000000003,True,False
[1 0 1 1 0 0 0 1 1 1 0 1],101100011101,[1. 3. 0. 2. 3. 2.],0.007937243722091768,46.00000000000003,True,False
[1 0 1 1 0 0 1 1 1 1 0 1],101100111101,[1. 3. 0. 3. 3. 2.],0.007153329616989313,62.00000000000003,True,False
[1 0 1 1 0 0 0 0 1 1 0 1],101100001101,[1. 3. 0. 0. 3. 2.],0.005696770606988249,41.00000000000003,True,False
[0 1 0 1 0 0 1 1 0 1 1 1],010100110111,[2. 2. 0. 3. 2. 3.],0.0008489925258271027,79.4,True,False
[0 1 0 1 0 1 1 1 0 1 1 1],010101110111,[2. 2. 2. 3. 2. 3.],0.0008358438733542741,86.4,True,False
[0 1 0 1 1 0 1 0 1 1 0 1],010110101101,[2. 2. 1. 1. 3. 2.],0.0008337208020114018,84.4,True,False
[0 1 0 1 0 0 1 0 0 1 1 1],010100100111,[2. 2. 0. 1. 2. 3.],0.0008241205372382776,72.4,True,False
[0 1 0 1 1 0 1 1 1 1 0 1],010110111101,[2. 2. 1. 3. 3. 2.],0.0008011686845444142,91.4,True,False
[0 1 0 1 0 1 1 0 0 1 1 1],010101100111,[2. 2. 2. 1. 2. 3.],0.0007966048340813557,79.4,True,False
[0 1 0 1 1 0 1 1 0 1 1 1],010110110111,[2. 2. 1. 3. 2. 3.],0.0007657339926665425,95.4,True,False
[0 1 0 1 1 1 1 0 1 1 0 1],010111101101,[2. 2. 3. 1. 3. 2.],0.0007305780709363917,91.4,True,False
[0 1 0 1 1 0 1 0 0 1 1 1],010110100111,[2. 2. 1. 1. 2. 3.],0.0007216944084275039,88.4,True,False
[0 1 0 1 1 1 1 1 1 1 0 1],010111111101,[2. 2. 3. 3. 3. 2.],0.0007076882564892302,98.4,True,False
[0 1 0 1 0 1 1 0 1 1 0 1],010101101101,[2. 2. 2. 1. 3. 2.],0.0006560259758371963,79.4,True,False
[0 1 0 1 0 1 1 1 1 1 0 1],010101111101,[2. 2. 2. 3. 3. 2.],0.0006207379334551608,86.4,True,False
[0 1 0 1 1 1 1 1 0 1 1 1],010111110111,[2. 2. 3. 3. 2. 3.],0.0006138176354141548,106.4,True,False
[0 1 0 1 1 1 1 0 0 1 1 1],010111100111,[2. 2. 3. 1. 2. 3.],0.0005850446958064327,99.4,True,False
[0 1 0 1 0 0 0 1 0 1 1 1],010100010111,[2. 2. 0. 2. 2. 3.],0.00048474265358296154,67.4,True,False
[0 1 0 1 0 1 0 1 0 1 1 1],010101010111,[2. 2. 2. 2. 2. 3.],0.00047610279845241264,74.4,True,False
[0 1 0 1 1 0 0 1 0 1 1 1],010110010111,[2. 2. 1. 2. 2. 3.],0.00045116281128160116,83.4,True,False
[0 1 0 1 1 0 0 1 1 1 0 1],010110011101,[2. 2. 1. 2. 3. 2.],0.00043447859605186013,79.4,True,False
[0 1 0 1 0 0 1 0 1 1 0 1],010100101101,[2. 2. 0. 1. 3. 2.],0.0004122513181621552,76.4,True,False
[0 1 0 1 0 0 1 1 1 1 0 1],010100111101,[2. 2. 0. 3. 3. 2.],0.0003855093492247933,83.4,True,False
[0 1 0 1 1 1 0 1 0 1 1 1],010111010111,[2. 2. 3. 2. 2. 3.],0.00036901640720969343,94.4,True,False
[0 1 0 1 1 1 0 1 1 1 0 1],010111011101,[2. 2. 3. 2. 3. 2.],0.000358003906276775,86.4,True,False
[0 1 0 1 1 0 0 0 1 1 0 1],010110001101,[2. 2. 1. 0. 3. 2.],0.00035180213831717224,76.4,True,False
[0 1 0 1 0 0 0 0 0 1 1 1],010100000111,[2. 2. 0. 0. 2. 3.],0.0003490991917633601,64.39999999999999,True,False
[0 1 0 1 0 1 0 1 1 1 0 1],010101011101,[2. 2. 2. 2. 3. 2.],0.0003463879672791584,74.4,True,False
[0 1 0 1 0 1 0 0 0 1 1 1],010101000111,[2. 2. 2. 0. 2. 3.],0.0003322127506051519,71.4,True,False
[0 1 0 1 1 0 0 0 0 1 1 1],010110000111,[2. 2. 1. 0. 2. 3.],0.00031157959104192073,80.4,True,False
[0 1 0 1 0 1 0 0 1 1 0 1],010101001101,[2. 2. 2. 0. 3. 2.],0.00028386403025610604,71.4,True,False
[0 1 0 1 1 1 0 0 1 1 0 1],010111001101,[2. 2. 3. 0. 3. 2.],0.000283274469107673,83.4,True,False
[0 1 0 1 1 1 0 0 0 1 1 1],010111000111,[2. 2. 3. 0. 2. 3.],0.0002586970131465774,91.4,True,False
[0 1 0 1 0 0 0 1 1 1 0 1],010100011101,[2. 2. 0. 2. 3. 2.],0.0002218418120606371,71.4,True,False
[0 1 0 1 0 0 0 0 1 1 0 1],010100001101,[2. 2. 0. 0. 3. 2.],0.00018392683596896717,68.4,True,False
