cost,probability,optimal
29.00000000000003,0.2053908919251938,0.0037045566150022
42.00000000000003,0.06347686938627954,0.03613766853782765
41.00000000000003,0.14141838679728735,0.0014315629981553153
29.00000000000003,0.05353126933335914,0.03675401746048384
27.00000000000003,0.1747966319957425,0.1747966319957425
68.4,0.17021547500594775,0.02844596474713479
41.00000000000003,0.11079846170605871,0.034166131229653944
49.00000000000003,0.19120953753521458,0.0025031652437706967
80.4,0.07705180636330362,0.010778629930581984
61.00000000000003,0.07069428660774456,0.0039195345994839
61.00000000000003,0.0706942866077445,0.0039195345994839
83.4,0.08114225113082946,0.056914251934580204
43.00000000000003,0.042136561299056345,0.008132860693602483
57.00000000000003,0.029599434137151413,0.021979201817754663
68.4,0.29816015756857667,0.0031974489767923496
46.00000000000003,0.09409080958240995,0.0027627135302513046
36.00000000000003,0.08143963578691904,0.013871620189450913
61.00000000000003,0.05059069066941318,0.0437030620716528
42.00000000000003,0.051096660051177904,0.022194912785078198
83.4,0.12373663915591238,0.00041944469321659225
83.4,0.1237366391559123,0.0004194446932165
54.00000000000003,0.050846538731351254,0.00543517471840927
29.00000000000003,0.16914290918684471,0.13050290570408268
74.4,0.15311880408789943,0.0009112450941397202
61.00000000000003,0.05811469282054755,0.006532654763863784
29.00000000000003,0.0753005636755309,0.04397891114101543
66.00000000000003,0.03329917520821034,0.010612148026255337
34.00000000000003,0.12919917928316602,0.05288420185627341
29.00000000000003,0.10300230862547533,0.06181359314614575
56.00000000000003,0.06381444305371184,0.030641016298854018
56.00000000000003,0.0638144430537118,0.030641016298854
83.4,0.06561408364396248,0.031660188317570975
27.00000000000003,0.1734865230186903,0.1734865230186903
45.00000000000003,0.15598229951673015,0.003454697049345308
50.00000000000003,0.10301560255144411,0.001482572002890123
68.4,0.150406348912974,0.012063683186475422
29.00000000000003,0.0804288528767295,0.037692633631822736
49.00000000000003,0.10135920570888023,0.02249117047417714
41.00000000000003,0.1274469232412539,0.0004554650013955847
41.00000000000003,0.10652528732360649,0.013950721248771426
41.00000000000003,0.14824730197513705,0.012472256259462081
72.4,0.28876435991523325,0.049803148256928303
80.4,0.06317546007860336,0.012031131326919789
49.00000000000003,0.14671571936010436,0.0016107099654962302
95.4,0.07105784996830966,0.0003840868778059039
43.00000000000003,0.07536947784555371,0.029281448121346164
27.00000000000003,0.08453338954762396,0.08453338954762396
62.00000000000003,0.06383029279569649,0.005930279235732319
35.00000000000003,0.20426955511334524,0.04381165900242988
27.00000000000003,0.1141384424447409,0.1141384424447409
68.4,0.12181189255536234,0.023717589286823458
83.4,0.06344453337304985,0.04320821375582241
57.00000000000003,0.09206348388218528,0.010770854701491368
38.00000000000003,0.07365517530868908,0.013562773139192762
62.00000000000003,0.04557298119562735,0.004846156901369333
43.00000000000003,0.1039513193965779,0.054693304992058704
41.00000000000003,0.2270044265054192,0.021458480907649385
