cost,probability,optimal
76.4,0.07332607806969134,0.032390459862711905
72.4,0.06878331883444025,0.040536520347961846
41.00000000000003,0.05881515226892662,0.0022194831178923655
53.00000000000003,0.10692492956199265,0.0024623779219012875
88.4,0.10278181188840765,0.000691386554033088
86.4,0.06894954334638383,0.0003963466779964193
50.00000000000003,0.04866736372099832,7.925133973917179e-05
59.00000000000003,0.16396657386942007,0.0007051228356477706
98.4,0.08080971280819242,0.0012407116100725255
54.00000000000003,0.0836611420803641,0.0026590799578885
43.00000000000003,0.07550205040992253,0.015209695742621904
36.00000000000003,0.11047389284117703,0.029475923613574467
68.4,0.22705058415966806,0.028228579109815376
43.00000000000003,0.07549882003417302,0.015208606859891609
59.00000000000003,0.1639591245589388,0.0007054806856821149
94.4,0.10351797575590764,0.0037396774813661456
43.00000000000003,0.07550735317602945,0.015211753910442029
41.00000000000003,0.05881625606616677,0.0022200466920811175
41.00000000000003,0.05140223301012432,0.017506792168392474
41.00000000000003,0.0514022330101243,0.0175067921683924
98.4,0.09153594081301368,0.005317654381411689
62.00000000000003,0.0635228138285005,0.0014047837338460479
95.4,0.046669924718811526,0.0018831087786735975
53.00000000000003,0.1069236263542497,0.0024619389595448176
41.00000000000003,0.05881168795394332,0.0022204457541419574
72.4,0.12969433309153108,0.09663160461425334
27.00000000000003,0.03490436545925072,0.03490436545925072
43.00000000000003,0.09299695334160259,0.01840391520953288
98.4,0.08083054171091482,0.0012400489255061467
98.4,0.0808305417109148,0.0012400489255061
80.4,0.044340007124272475,0.013383669462855005
66.00000000000003,0.09103733923641154,0.006590765053462795
98.4,0.09057029193536655,0.0016870335308524225
98.4,0.09056438882119366,0.0016864066275816205
44.00000000000003,0.09200222452793312,0.012743819321439871
72.4,0.0687875339993708,0.040539035326219885
84.4,0.1812902103553519,0.000361316662387047
74.4,0.12960777949470323,0.002459485558081174
83.4,0.3786062105068134,0.00017360814405750042
48.00000000000003,0.0812058419463402,0.0018820234684813438
80.4,0.08038217494549162,0.0034398066333998717
43.00000000000003,0.07550233411840429,0.015209598502104908
48.00000000000003,0.08119122620283044,0.0018804054426024828
72.4,0.08667966385313107,0.013393057600074039
62.00000000000003,0.06307511760856634,0.011486715963145749
76.4,0.07332894494538676,0.03239254424977136
56.00000000000003,0.0503600347965654,0.013415317194174678
59.00000000000003,0.048160539495141375,0.007138874153588582
54.00000000000003,0.04803341887370062,0.007099003015024375
41.00000000000003,0.10243269918362474,0.00029611838128262277
48.00000000000003,0.08119254147440784,0.0018792669830552033
66.00000000000003,0.1238090687728916,8.165505625136669e-05
41.00000000000003,0.10243012715706173,0.00029607310446751325
35.00000000000003,0.05921878336479161,0.03959540235458228
54.00000000000003,0.11074534145557237,0.000921255334039524
88.4,0.0464177282839094,0.02862151710738687
53.00000000000003,0.0711464623119823,0.009601602737843691
74.4,0.1439935885919081,0.0004620585634109346
27.00000000000003,0.18167242248991208,0.18167242248991208
91.4,0.08055844203195825,0.006716487339871541
34.00000000000003,0.08579703355104061,0.06840202132054088
84.4,0.05739291209155405,0.0016775805658487803
72.4,0.0687995041696343,0.040534221543463436
41.00000000000003,0.058815107005984614,0.0022194530558811982
94.4,0.1035152083046297,0.0037395222163699848
80.4,0.0898043034918694,0.0001722269912940928
36.00000000000003,0.06725477966551092,0.0005421757453396048
45.00000000000003,0.095694147217727,0.06840697815117526
34.00000000000003,0.08579792466699752,0.02823144622017877
68.4,0.22705445907555535,0.0018358538969279082
80.4,0.09341976221819105,0.025667705849749454
72.4,0.07006974911862641,0.007715566047815857
67.4,0.09479520612856207,0.0053165322040532184
98.4,0.09154233524901512,0.0009318494105671807
49.00000000000003,0.03100495944584424,0.013814959521849076
80.4,0.3094968201917056,0.023079623734943183
59.00000000000003,0.07138283865668724,0.0005105923657287441
83.4,0.07850298003958692,0.003824211931237963
48.00000000000003,0.046290269125743445,0.0068314830874954425
48.00000000000003,0.06801947724877984,0.06107855757674434
27.00000000000003,0.06107855757674434,7.919024957451942e-05
50.00000000000003,0.04868372691035598,0.013384512235431197
80.4,0.0443410870354109,0.0010059901539823486
57.00000000000003,0.0596646900802021,0.013413267234620422
56.00000000000003,0.050351249455501436,0.00265530444200946
54.00000000000003,0.08369831100880779,0.00265648869792458
54.00000000000003,0.08368363239632202,0.002657656469258245
54.00000000000003,0.08367589561168477,0.00029602798409656187
